,Data_Set,Iter,Generator_Loss,Discriminator_Loss,Accuracy,Fake_Real_Accuracy,Real_Share,Pred_Real_Share
0,100,0,0.3008503019809723,2.8023667335510254,0.4222222222222222,0.5,0.08888888888888889,0.0
1,100,1,0.2801607549190521,2.776355504989624,0.4666666666666667,0.5,0.08888888888888889,0.0
2,100,2,0.29403412342071533,2.8088812828063965,0.3888888888888889,0.5,0.08888888888888889,0.0
3,100,3,0.278323233127594,2.7874598503112793,0.3888888888888889,0.5,0.08888888888888889,0.0
4,100,4,0.2842880189418793,2.7630882263183594,0.4777777777777778,0.5,0.08888888888888889,0.0
5,100,5,0.2953806519508362,2.7941462993621826,0.43333333333333335,0.5,0.08888888888888889,0.0
6,100,6,0.3086356222629547,2.785148859024048,0.4222222222222222,0.5,0.08888888888888889,0.0
7,100,7,0.2981504797935486,2.802042007446289,0.43333333333333335,0.5,0.08888888888888889,0.0
8,100,8,0.31570789217948914,2.7603769302368164,0.45555555555555555,0.5,0.08888888888888889,0.0
9,100,9,0.2936415374279022,2.7771902084350586,0.43333333333333335,0.5,0.08888888888888889,0.0
10,100,10,0.2854471802711487,2.782008171081543,0.3888888888888889,0.5,0.08888888888888889,0.0
11,100,11,0.2891383469104767,2.754469156265259,0.4666666666666667,0.5,0.08888888888888889,0.0
12,100,12,0.3057308793067932,2.7529454231262207,0.4777777777777778,0.5,0.08888888888888889,0.0
13,100,13,0.4638523757457733,2.680363655090332,0.4777777777777778,0.5,0.08888888888888889,0.0
14,100,14,2.902431011199951,2.160127878189087,0.5888888888888889,0.5,0.08888888888888889,0.0
15,100,15,6.677755355834961,2.028538942337036,0.6888888888888889,0.5,0.08888888888888889,0.0
16,100,16,7.481984615325928,1.9301766157150269,0.7555555555555555,0.5,0.08888888888888889,0.0
17,100,17,5.428440570831299,1.9666918516159058,0.7333333333333333,0.5,0.08888888888888889,0.0
18,100,18,7.962854385375977,1.8895025253295898,0.7666666666666667,0.5,0.08888888888888889,0.0
19,100,19,7.781712532043457,1.8769288063049316,0.7666666666666667,0.5,0.08888888888888889,0.06666666666666667
20,100,20,6.824827194213867,1.8380117416381836,0.8,0.5,0.08888888888888889,0.06666666666666667
21,100,21,8.99131965637207,1.8550688028335571,0.8,0.5,0.08888888888888889,0.07777777777777778
22,100,22,10.213852882385254,1.8455848693847656,0.8,0.5,0.08888888888888889,0.07777777777777778
23,100,23,10.964415550231934,1.8546390533447266,0.8111111111111111,0.5,0.08888888888888889,0.08888888888888889
24,100,24,11.546611785888672,1.8468611240386963,0.8,0.5,0.08888888888888889,0.07777777777777778
25,100,25,8.255819320678711,1.8164923191070557,0.8111111111111111,0.5,0.08888888888888889,0.06666666666666667
26,100,26,11.228119850158691,1.8264083862304688,0.8111111111111111,0.5,0.08888888888888889,0.07777777777777778
27,100,27,10.067475318908691,1.8114039897918701,0.8222222222222222,0.5,0.08888888888888889,0.07777777777777778
28,100,28,8.0109224319458,1.8254928588867188,0.8111111111111111,0.5,0.08888888888888889,0.07777777777777778
29,100,29,10.276495933532715,1.8208290338516235,0.8111111111111111,0.5,0.08888888888888889,0.06666666666666667
30,100,30,11.118545532226562,1.903695821762085,0.7777777777777778,0.5,0.08888888888888889,0.05555555555555555
31,100,31,12.147315979003906,1.8246028423309326,0.8222222222222222,0.5,0.08888888888888889,0.07777777777777778
32,100,32,8.795859336853027,1.8265291452407837,0.8111111111111111,0.5,0.08888888888888889,0.07777777777777778
33,100,33,11.45055866241455,1.8014612197875977,0.8333333333333334,0.5,0.08888888888888889,0.07777777777777778
34,100,34,10.313350677490234,1.8255658149719238,0.8222222222222222,0.5,0.08888888888888889,0.07777777777777778
35,100,35,7.7048821449279785,1.8388060331344604,0.8,0.5,0.08888888888888889,0.08888888888888889
36,100,36,7.704248428344727,1.8166422843933105,0.8111111111111111,0.5,0.08888888888888889,0.06666666666666667
37,100,37,12.657729148864746,1.801350712776184,0.8333333333333334,0.5,0.08888888888888889,0.07777777777777778
38,100,38,3.6852481365203857,1.9396727085113525,0.7555555555555555,0.5,0.08888888888888889,0.08888888888888889
39,100,39,9.619060516357422,1.7951085567474365,0.8333333333333334,0.5,0.08888888888888889,0.07777777777777778
